0.7018,0.2735,0.5717,0,140,160,255,positively charged molecule;C24H12N2S5;name unknown
0.2152,0.8751,0.7122,0,140,160,255,uncharged molecule;C76H120Cu4Mg2N4S4;name unknown
0.7743,0.4080,0.2636,0,140,160,255,negatively charged molecule;C24H19BBr;name unknown
0.7691,0.3686,0.5144,0,140,160,255,negatively charged molecule;Br4Mn;name unknown
0.7593,0.4097,0.6566,0,140,160,255,positively charged molecule;C7H17N2;1-1-4-trimethylpiperazin-1-ium
0.6581,0.2665,0.5798,0,140,160,255,positively charged molecule;C15H26Cl2N4ORu;name unknown
0.6597,0.2750,0.5052,0,140,160,255,uncharged molecule;C12H12S8;2-5-bis(1-3-dithian-2-ylidene)-[1-3]dithiolo[4-5-d][1-3]dithiole
0.6879,0.4272,0.6126,0,140,160,255,positively charged molecule;C7H10NO;(4-methoxyphenyl)azanium
0.2713,0.7291,0.8016,0,140,160,255,uncharged molecule;C4H8O2;butanoic acid
0.7574,0.4417,0.7316,0,140,160,255,negatively charged molecule;C10H4O8;4-6-dicarboxybenzene-1-3-dicarboxylate
0.8327,0.5551,0.5179,0,140,160,255,negatively charged molecule;CuI3;name unknown
0.5907,0.3498,0.5463,0,140,160,255,positively charged molecule;C14H34N3O2Zr;name unknown
0.7329,0.3784,0.6851,0,140,160,255,positively charged molecule;C19H17N2;phenyl-[phenyl-(phenylamino)methylidene]azanium
0.6820,0.3678,0.4047,0,140,160,255,negatively charged molecule;"[H-]([Cr](C#O)(C#O)...;name unknown
0.7039,0.2722,0.5904,0,140,160,255,positively charged molecule;C48H44CuN4S4;name unknown
0.7148,0.3934,0.7201,0,140,160,255,positively charged molecule;CH5N6;name unknown
0.7550,0.5168,0.7181,0,140,160,255,negatively charged molecule;C14H13O3;name unknown
0.2120,0.7167,0.7915,0,140,160,255,uncharged molecule;C9H7NO;2H-isoquinolin-3-one
0.7564,0.4031,0.5072,0,140,160,255,negatively charged molecule;;name unknown
0.7258,0.4244,0.6638,0,140,160,255,positively charged molecule;C9H14N3O4;name unknown
0.6462,0.4743,0.6720,0,140,160,255,negatively charged molecule;C16H16NO3S;name unknown
0.6489,0.3829,0.6189,0,140,160,255,positively charged molecule;C8H11N4S4;name unknown
0.6888,0.4540,0.6395,0,140,160,255,positively charged molecule;C6H16N;hexylazanium
0.6310,0.4008,0.4675,0,140,160,255,positively charged molecule;C17H19Fe;name unknown
0.2310,0.7444,0.8132,0,140,160,255,uncharged molecule;C32H22O2;9-[4-(9-hydroxyfluoren-9-yl)phenyl]fluoren-9-ol
0.6845,0.4867,0.4566,0,140,160,255,negatively charged molecule;C16H21NO6S;name unknown
0.2653,0.7023,0.8098,0,140,160,255,uncharged molecule;C6Br2F4;1-3-dibromo-2-4-5-6-tetrafluorobenzene
0.3781,0.5851,0.5393,0,140,160,255,positively charged molecule;C20Br2Fe2;name unknown
0.7602,0.4060,0.5554,0,140,160,255,positively charged molecule;C21H22N;tris(phenylmethyl)azanium
0.7055,0.3619,0.6266,0,140,160,255,positively charged molecule;C27H28N7O9;name unknown
0.7908,0.5421,0.7681,0,140,160,255,positively charged molecule;C5H12NO;name unknown
0.2488,0.6348,0.8181,0,140,160,255,uncharged molecule;C4H6O4S;2-(carboxymethylsulfanyl)acetic acid
0.2769,0.6719,0.8380,0,140,160,255,uncharged molecule;C12H9N4O2;name unknown
0.6807,0.3809,0.6127,0,140,160,255,positively charged molecule;C12H28N2O4;1-4-10-13-tetraoxa-7-16-diazoniacyclooctadecane
0.2209,0.8875,0.7629,0,140,160,255,uncharged molecule;"O=C1O[Cu](N#CCC(=O)...;name unknown
0.7551,0.4375,0.7204,0,140,160,255,negatively charged molecule;CrF5H2O;name unknown
0.2022,0.8031,0.7681,0,140,160,255,uncharged molecule;C6H14O;3-3-Dimethylbutan-1-ol
0.2059,0.8395,0.6823,0,140,160,255,uncharged molecule;C41H31P2Rh;name unknown
0.6819,0.4089,0.6151,0,140,160,255,negatively charged molecule;;name unknown
0.6571,0.4789,0.5477,0,140,160,255,positively charged molecule;C6H24CdN6;name unknown
0.2418,0.7108,0.8004,0,140,160,255,uncharged molecule;C5H4N2O3;5-nitro-1H-pyridin-2-one
0.6646,0.3906,0.6016,0,140,160,255,positively charged molecule;C3H9OS;name unknown
0.6672,0.2638,0.6066,0,140,160,255,positively charged molecule;;name unknown
0.2945,0.7838,0.8134,0,140,160,255,uncharged molecule;C33H25N5O4;name unknown
0.2563,0.6344,0.7575,0,140,160,255,uncharged molecule;C8H8O4;4-Hydroxy-3-methoxybenzoic acid
0.7402,0.4746,0.6292,0,140,160,255,positively charged molecule;C4H6N3;name unknown
0.1747,0.6047,0.8505,0,140,160,255,uncharged molecule;C20H16N2;name unknown
0.2938,0.6579,0.7986,0,140,160,255,uncharged molecule;C8H14N2O2;2-(2-oxopyrrolidin-1-yl)butanamide
0.3124,0.7444,0.8009,0,140,160,255,uncharged molecule;C23H26Cl2N2ORu;name unknown
0.6846,0.4217,0.7106,0,140,160,255,negatively charged molecule;"[O-]N1N=NC(=N1)C#N"...;name unknown
0.2537,0.7852,0.7634,0,140,160,255,uncharged molecule;C76H84N4O8;name unknown
0.2947,0.7589,0.7584,0,140,160,255,uncharged molecule;C28H24O4;name unknown
0.6943,0.4791,0.6392,0,140,160,255,negatively charged molecule;C14H10NO3;name unknown
0.3036,0.6424,0.7738,0,140,160,255,uncharged molecule;C10H10N2O2;name unknown
0.2585,0.8184,0.9055,0,140,160,255,uncharged molecule;C2H5NO;N-Methylformamide
0.6490,0.3794,0.6229,0,140,160,255,positively charged molecule;C9H8S4;name unknown
0.7195,0.3974,0.5422,0,140,160,255,positively charged molecule;C8H20N;trimethyl-pentylazanium
0.3123,0.6166,0.7536,0,140,160,255,uncharged molecule;C10H16O4;1-2-2-Trimethylcyclopentane-1-3-dicarboxylic acid
0.2687,0.6513,0.7679,0,140,160,255,uncharged molecule;C5H5N2O3;name unknown
0.7367,0.4536,0.4374,0,140,160,255,positively charged molecule;C12H10Br2N;1-[(3-5-dibromophenyl)methyl]pyridin-1-ium
0.6851,0.4626,0.4635,0,140,160,255,negatively charged molecule;C3H8Cl3NOZn;name unknown
0.6684,0.3495,0.4011,0,140,160,255,positively charged molecule;C18H48CaN6O6;name unknown
0.7054,0.2751,0.5866,0,140,160,255,positively charged molecule;C46H72Cu3N4O12;name unknown
0.2371,0.7866,0.7382,0,140,160,255,uncharged molecule;C19H13ClO2;name unknown
0.6888,0.4051,0.6263,0,140,160,255,negatively charged molecule;N3O4;dinitroazanide(E)-hydroxy-nitroimino-oxidoazanium
0.4813,0.5170,0.6617,0,140,160,255,negatively charged molecule;C13H10NO4S;name unknown
0.7544,0.5216,0.6873,0,140,160,255,positively charged molecule;C6H24MgN2O6;name unknown
0.1878,0.8076,0.7736,0,140,160,255,uncharged molecule;C10H12O2;2-3-5-6-tetramethylcyclohexa-2-5-diene-1-4-dione
0.3441,0.6561,0.6572,0,140,160,255,uncharged molecule;C15H6Cu3F18N6;name unknown
0.6868,0.4105,0.5459,0,140,160,255,negatively charged molecule;Br6Cu2;name unknown
0.6790,0.5164,0.4450,0,140,160,255,positively charged molecule;C24H52N;tetrahexylazanium
0.7188,0.4776,0.6478,0,140,160,255,negatively charged molecule;C6H8O4;Hexanedioate
0.4230,0.6131,0.7128,0,140,160,255,uncharged molecule;C6H16N2;N-N-N'-N'-tetramethylethane-1-2-diamine
0.6687,0.4016,0.6181,0,140,160,255,positively charged molecule;C5H9N4OS2;name unknown
0.6972,0.4432,0.6337,0,140,160,255,negatively charged molecule;C5H7O4;5-hydroxy-5-oxopentanoate
0.7908,0.4320,0.7008,0,140,160,255,positively charged molecule;C24H24N4;name unknown
0.2056,0.6414,0.7859,0,140,160,255,uncharged molecule;C4H4BrN3;5-bromopyrazin-2-amine
0.6772,0.2282,0.5796,0,140,160,255,positively charged molecule;C50H44Au2P4;name unknown
0.6682,0.4930,0.4904,0,140,160,255,negatively charged molecule;C6S10Sb;name unknown
0.6754,0.3866,0.6502,0,140,160,255,positively charged molecule;C2H4N3;1H-1-2-4-triazol-4-ium
0.1936,0.8453,0.8101,0,140,160,255,uncharged molecule;C20H18O8;2-3-bis[(4-methylbenzoyl)oxy]butanedioic acid
0.6493,0.3824,0.6270,0,140,160,255,positively charged molecule;C22H34NO5;name unknown
0.2950,0.7324,0.7720,0,140,160,255,uncharged molecule;C13H13N3O5S2;name unknown
0.7220,0.4433,0.6602,0,140,160,255,negatively charged molecule;H2O7P2;(hydroxy-oxidophosphoryl) hydrogen phosphate
0.7009,0.4334,0.4833,0,140,160,255,negatively charged molecule;C4H6CrN6S4;name unknown
0.7182,0.4589,0.6626,0,140,160,255,positively charged molecule;C14H16N;bis(phenylmethyl)azanium
0.7329,0.4611,0.5573,0,140,160,255,negatively charged molecule;CdCl4;name unknown
0.6708,0.3963,0.6176,0,140,160,255,positively charged molecule;C11H18NO3;2-(3-4-5-trimethoxyphenyl)ethylazanium
0.1979,0.7636,0.8122,0,140,160,255,uncharged molecule;"OC(=O)C(=Cc1ccc(cc1...;name unknown
0.7163,0.5255,0.5560,0,140,160,255,positively charged molecule;C6H16N2;1-ethylpiperazine-1-4-diium
0.2458,0.8420,0.8101,0,140,160,255,uncharged molecule;C28H25FeN4O2S;name unknown
0.7045,0.2744,0.5945,0,140,160,255,positively charged molecule;C12H14S4;name unknown
0.6666,0.3278,0.4017,0,140,160,255,negatively charged molecule;Br4Fe;name unknown
0.7154,0.3780,0.6307,0,140,160,255,positively charged molecule;C18H24CdN12;name unknown
0.6780,0.3509,0.5009,0,140,160,255,positively charged molecule;C7H18N3;bis(dimethylamino)methylidene-dimethylazanium
0.6740,0.2277,0.5337,0,140,160,255,positively charged molecule;C15H18N;1-phenylethyl-(phenylmethyl)azanium
0.6462,0.3835,0.6209,0,140,160,255,positively charged molecule;C10H28AlN2;name unknown
0.6738,0.4585,0.3926,0,140,160,255,negatively charged molecule;Se6;name unknown
0.6387,0.4885,0.6707,0,140,160,255,negatively charged molecule;C10H14AlN2O8;name unknown
0.6860,0.4029,0.4829,0,140,160,255,negatively charged molecule;"O#C[Fe-](C#O)(C#O)(...;name unknown
0.7275,0.4062,0.7169,0,140,160,255,positively charged molecule;C8H24CuN4O2;name unknown
0.7059,0.2397,0.3984,0,140,160,255,negatively charged molecule;GdN5O15;name unknown
0.7233,0.4585,0.5901,0,140,160,255,positively charged molecule;C6H8N;3-methylpyridin-1-ium
0.8776,0.5257,0.8536,0,140,160,255,positively charged molecule;C20H26N4NiO4;name unknown
0.2117,0.8059,0.6997,0,140,160,255,uncharged molecule;C6H5F;Fluorobenzene
0.7131,0.3437,0.6065,0,140,160,255,positively charged molecule;C18H13N2O2;name unknown
0.6909,0.2021,0.5319,0,140,160,255,positively charged molecule;C19H9O3;name unknown
0.6820,0.3201,0.5300,0,140,160,255,positively charged molecule;C12H24AgS6;name unknown
0.6309,0.5107,0.5501,0,140,160,255,positively charged molecule;"CCc12c3(C)c4(C)c5(C...;name unknown
0.6991,0.3489,0.5616,0,140,160,255,positively charged molecule;C31H55N2;1-3-didodecylbenzimidazol-1-ium
0.2180,0.8933,0.7676,0,140,160,255,uncharged molecule;C42H52Cl2N2O4Pd2;name unknown
0.2573,0.7952,0.7873,0,140,160,255,uncharged molecule;C25H31FO8;[17-(2-acetyloxyacetyl)-9-fluoro-11-17-dihydroxy-10-13-dimethyl-3-oxo-6-7-8-11-12-14-15-16-octahydrocyclopenta[a]phenanthren-16-yl] acetate
0.7176,0.3444,0.6248,0,140,160,255,positively charged molecule;C8H7N2;quinoxalin-1-ium
0.1815,0.7621,0.7416,0,140,160,255,uncharged molecule;C20H24N2S;1-ethylsulfanyl-N-N-bis(phenylmethyl)-N'-prop-2-enylmethanimidamide
0.6983,0.3208,0.4482,0,140,160,255,negatively charged molecule;C24F20Ga;tetrakis(2-3-4-5-6-pentafluorophenyl)gallium
0.2697,0.7007,0.7856,0,140,160,255,uncharged molecule;C25H18O2;4-[9-(4-hydroxyphenyl)fluoren-9-yl]phenol
0.7780,0.4444,0.5531,0,140,160,255,positively charged molecule;C12H42FeO6S6;name unknown
0.2189,0.6380,0.7705,0,140,160,255,uncharged molecule;C16H8S3;name unknown
0.5965,0.3905,0.5527,0,140,160,255,positively charged molecule;"CC#[O+]"...;name unknown
0.7770,0.3777,0.5510,0,140,160,255,positively charged molecule;C8H16N4;2-[2-(4-5-dihydro-3H-imidazol-1-ium-2-yl)ethyl]-4-5-dihydro-3H-imidazol-1-ium
0.2533,0.6759,0.8349,0,140,160,255,uncharged molecule;C12H24O2;Dodecanoic acid
0.7130,0.4325,0.5399,0,140,160,255,positively charged molecule;C24H12Fe2N;name unknown
0.2590,0.7509,0.7664,0,140,160,255,uncharged molecule;C5H12O;Pentan-1-ol
0.6569,0.2758,0.6472,0,140,160,255,positively charged molecule;H18O9Sm;name unknown
0.2480,0.8660,0.7091,0,140,160,255,uncharged molecule;C6H14;Hexane
0.7045,0.4484,0.5497,0,140,160,255,positively charged molecule;C13H16N2;1-(3-pyridin-1-ium-1-ylpropyl)pyridin-1-ium
0.2330,0.6079,0.6984,0,140,160,255,uncharged molecule;C16AlF36O4;name unknown
0.2499,0.6757,0.7662,0,140,160,255,uncharged molecule;C10H22O2;Decane-1-10-diol
0.6774,0.4965,0.6671,0,140,160,255,positively charged molecule;Ag;silver(+1) cation
0.2620,0.8837,0.7614,0,140,160,255,uncharged molecule;"Cl[Ru]1(Cl)(C#O)(C#...;name unknown
0.3194,0.7547,0.6936,0,140,160,255,uncharged molecule;"C[Te]C#CC#C[Te]C"...;name unknown
0.6448,0.3310,0.5666,0,140,160,255,positively charged molecule;C29H46N3O;name unknown
0.2358,0.7338,0.7505,0,140,160,255,uncharged molecule;C14H18N4O3;5-[(3-4-5-trimethoxyphenyl)methyl]pyrimidine-2-4-diamine
0.6926,0.4056,0.5593,0,140,160,255,positively charged molecule;C24H20Sb;tetra(phenyl)stibanium
0.6578,0.4783,0.5764,0,140,160,255,negatively charged molecule;C4H6CoI2N4O4;name unknown
0.7118,0.3587,0.3756,0,140,160,255,positively charged molecule;C64H56CuN4;name unknown
0.7132,0.4208,0.7030,0,140,160,255,negatively charged molecule;C2H3N6O3;name unknown
0.6444,0.5425,0.6203,0,140,160,255,negatively charged molecule;;name unknown
0.7771,0.4022,0.6073,0,140,160,255,negatively charged molecule;C10H2O8;benzene-1-2-4-5-tetracarboxylate
0.7052,0.4422,0.6385,0,140,160,255,positively charged molecule;C6H15N2O2;2-6-diazaniumylhexanoate
0.7349,0.3612,0.6567,0,140,160,255,positively charged molecule;"Oc1ccccc1C[NH2+]c1c...;name unknown
0.3035,0.6969,0.7464,0,140,160,255,uncharged molecule;"N#CCC#N"...;name unknown
0.6337,0.3149,0.5744,0,140,160,255,positively charged molecule;"CC#N[Ni+]12C(CC[P]1...;name unknown
0.6866,0.4051,0.5058,0,140,160,255,negatively charged molecule;Br6Te;name unknown
0.6693,0.4004,0.6211,0,140,160,255,positively charged molecule;C24H52N4Pt;name unknown
0.6982,0.3578,0.6662,0,140,160,255,positively charged molecule;C18H22AsO;name unknown
0.2496,0.6582,0.7771,0,140,160,255,uncharged molecule;C6H7BO3;(4-hydroxyphenyl)boronic acid
0.7206,0.3863,0.6507,0,140,160,255,positively charged molecule;C6H7BrN;(2-bromophenyl)azanium
0.6929,0.2706,0.5963,0,140,160,255,positively charged molecule;"Cc1ccc2n(c1)[Cu+2]1...;name unknown
0.6282,0.3229,0.5910,0,140,160,255,positively charged molecule;C29H18Fe2N;name unknown
0.7233,0.3004,0.6245,0,140,160,255,positively charged molecule;C3H9Hg3O;name unknown
0.2187,0.6338,0.7436,0,140,160,255,uncharged molecule;C14H10N4;2-3-di(pyridin-2-yl)pyrazine
0.6564,0.4188,0.7114,0,140,160,255,positively charged molecule;C9H14N;name unknown
0.2483,0.8215,0.7673,0,140,160,255,uncharged molecule;C42H32O2;name unknown
0.2740,0.7201,0.8147,0,140,160,255,uncharged molecule;C3H6O2;Propanoic acid
0.6324,0.4350,0.5209,0,140,160,255,negatively charged molecule;"FC(F)(F)C1=C(S[Ni]2...;name unknown
0.7247,0.4479,0.5725,0,140,160,255,negatively charged molecule;Cl8Sb2;name unknown
0.6535,0.4421,0.4928,0,140,160,255,negatively charged molecule;Cd2I6;name unknown
0.2569,0.7997,0.6606,0,140,160,255,uncharged molecule;C26H17NO2;name unknown
0.6598,0.3649,0.5107,0,140,160,255,positively charged molecule;C9H11Se;name unknown
0.7232,0.4609,0.6603,0,140,160,255,negatively charged molecule;C6H4NO3;3-hydroxypyridine-2-carboxylate
0.7081,0.4257,0.6311,0,140,160,255,negatively charged molecule;H2O4P;DIHYDROGEN PHOSPHATE
0.2323,0.6596,0.8767,0,140,160,255,uncharged molecule;C22H18N2S2;name unknown
0.6678,0.2681,0.5266,0,140,160,255,positively charged molecule;;name unknown
0.7135,0.5205,0.6201,0,140,160,255,positively charged molecule;C8H20N;dibutylazanium
0.7354,0.4875,0.6501,0,140,160,255,positively charged molecule;C9H8NO;name unknown
0.7080,0.3572,0.6419,0,140,160,255,positively charged molecule;C4H9N2O3;(4-amino-1-hydroxy-1-4-dioxobutan-2-yl)azanium
0.2450,0.7125,0.7536,0,140,160,255,uncharged molecule;C26H18O4;5-[10-(3-5-dihydroxyphenyl)anthracen-9-yl]benzene-1-3-diol
0.7179,0.3915,0.5945,0,140,160,255,positively charged molecule;C7H9N2O2;name unknown
0.7861,0.4574,0.5393,0,140,160,255,positively charged molecule;C12H36CoO6;name unknown
0.6778,0.5064,0.6698,0,140,160,255,positively charged molecule;C17H19FN3O3;name unknown
0.8017,0.3594,0.4721,0,140,160,255,negatively charged molecule;Cl6Zr;hexachlorozirconium
0.7089,0.4618,0.3942,0,140,160,255,positively charged molecule;C13H13N2O2;2-methyl-1-[(4-nitrophenyl)methyl]pyridin-1-ium
0.2602,0.7654,0.7924,0,140,160,255,uncharged molecule;C25H29NO2;name unknown
0.3015,0.7682,0.7548,0,140,160,255,uncharged molecule;C44H56O8S4;name unknown
0.2397,0.8969,0.7625,0,140,160,255,uncharged molecule;C30H44B2Cl2N16Ru2;name unknown
0.6906,0.4630,0.6275,0,140,160,255,positively charged molecule;C2H10N2;2-azaniumylethylazanium
0.7484,0.4598,0.6327,0,140,160,255,negatively charged molecule;C10H16O4;decanedioate
0.6533,0.3372,0.6089,0,140,160,255,positively charged molecule;C24H38N2;1-heptyl-4-(1-heptylpyridin-1-ium-4-yl)pyridin-1-ium
0.7289,0.3992,0.6403,0,140,160,255,positively charged molecule;C22H30MnN4O4;name unknown
0.5943,0.3287,0.4788,0,140,160,255,positively charged molecule;C25H44P2Rh;name unknown
0.6816,0.3014,0.5366,0,140,160,255,positively charged molecule;"O#C[Re+]1([OH][Re]2...;name unknown
0.6821,0.3292,0.3472,0,140,160,255,negatively charged molecule;"O#C[Mn]123(C#O)(C#O...;name unknown
0.1834,0.8088,0.6394,0,140,160,255,uncharged molecule;C4H5N;1H-Pyrrole
0.5749,0.2631,0.5067,0,140,160,255,positively charged molecule;C29H43N2;name unknown
0.6720,0.3497,0.6341,0,140,160,255,positively charged molecule;C18H42N4;name unknown
0.2356,0.7767,0.6657,0,140,160,255,uncharged molecule;C26H20O2;name unknown
0.6511,0.4551,0.5527,0,140,160,255,negatively charged molecule;Br10Cu4;name unknown
0.3747,0.6062,0.6182,0,140,160,255,uncharged molecule;C24H22N4;name unknown
0.5193,0.4976,0.6463,0,140,160,255,positively charged molecule;C36H30FeN6;name unknown
0.3010,0.7948,0.7173,0,140,160,255,uncharged molecule;C35H22Br2Cl2N2;name unknown
0.2449,0.8710,0.7129,0,140,160,255,uncharged molecule;C51H59O4P;name unknown
0.6934,0.4640,0.4342,0,140,160,255,negatively charged molecule;C8H8AuS10;name unknown
0.7001,0.4521,0.5897,0,140,160,255,negatively charged molecule;C4H4CrO10;name unknown
0.2626,0.8586,0.7915,0,140,160,255,uncharged molecule;"O#C[Co]123(C#O)[P](...;name unknown
0.6745,0.3398,0.6406,0,140,160,255,positively charged molecule;C16H38N2O2;name unknown
0.6664,0.3285,0.6062,0,140,160,255,positively charged molecule;C22H25CuN6O2;name unknown
0.8902,0.3779,0.3941,0,140,160,255,negatively charged molecule;;name unknown
0.1472,0.7939,0.8846,0,140,160,255,uncharged molecule;C7H9N5O;name unknown
0.6142,0.4439,0.6045,0,140,160,255,negatively charged molecule;C8H7O8;name unknown
0.6404,0.4635,0.6749,0,140,160,255,negatively charged molecule;C3HN6O6;name unknown
0.2226,0.8654,0.8169,0,140,160,255,uncharged molecule;;name unknown
0.6605,0.4503,0.6956,0,140,160,255,positively charged molecule;C8H12N3O2;2-[(4-nitrophenyl)amino]ethylazanium
0.6767,0.3837,0.5542,0,140,160,255,positively charged molecule;C9H11N2;1-3-dimethylbenzimidazol-1-ium
0.2500,0.8436,0.8135,0,140,160,255,uncharged molecule;"O#[Re]1(Br)(Br)(Oc2...;name unknown
0.6888,0.4493,0.6483,0,140,160,255,negatively charged molecule;C4H4O6;2-3-dihydroxybutanedioate
0.2742,0.7736,0.8053,0,140,160,255,uncharged molecule;C28H26N2O3Sn;name unknown
0.6122,0.3357,0.5169,0,140,160,255,negatively charged molecule;F6Nb;name unknown
0.3060,0.6987,0.6598,0,140,160,255,uncharged molecule;"N#CC(C#N)=C1C2=NSN=...;name unknown
0.2703,0.7803,0.7539,0,140,160,255,uncharged molecule;C6H10O;Cyclohexanone
0.3313,0.7328,0.7627,0,140,160,255,uncharged molecule;C10H12N4O4;name unknown
0.2614,0.7195,0.8190,0,140,160,255,uncharged molecule;C20H30O5;name unknown
0.7251,0.5111,0.5854,0,140,160,255,positively charged molecule;C8H11N2;[amino-(4-methylphenyl)methylidene]azanium
0.7460,0.4300,0.6727,0,140,160,255,positively charged molecule;C4H12NO;diethyl-hydroxyazanium
0.7396,0.3535,0.6143,0,140,160,255,positively charged molecule;C36H52Cl2Hg2N4S4;name unknown
0.7537,0.4268,0.5669,0,140,160,255,negatively charged molecule;Cl4Sb;tetrachloroantimony
0.6827,0.4388,0.4422,0,140,160,255,positively charged molecule;C12H12IN2;name unknown
0.2497,0.7355,0.7108,0,140,160,255,uncharged molecule;C44H28N4Zn;name unknown
0.6076,0.3706,0.5962,0,140,160,255,positively charged molecule;C42H74B2Ga2N12S6;name unknown
0.6468,0.3316,0.5583,0,140,160,255,positively charged molecule;C37H35FeO3P3;name unknown
0.3116,0.7944,0.8051,0,140,160,255,uncharged molecule;C24H16N4OS6;name unknown
0.7081,0.4702,0.6471,0,140,160,255,negatively charged molecule;C8H5O4;4-carboxybenzoate
0.6332,0.3140,0.5457,0,140,160,255,positively charged molecule;C42H44CoP4;name unknown
0.7381,0.4364,0.6580,0,140,160,255,positively charged molecule;C19H31N2O;1-butyl-N-(2-6-dimethylphenyl)-1-methylpiperidin-1-ium-2-carboxamide
0.6972,0.2688,0.5863,0,140,160,255,positively charged molecule;C27H32ClCoN5;name unknown
0.7175,0.3722,0.5855,0,140,160,255,positively charged molecule;C18H25N2;name unknown
0.7288,0.4190,0.6235,0,140,160,255,positively charged molecule;C27H30N3O6;name unknown
0.2119,0.8521,0.7198,0,140,160,255,uncharged molecule;C30H19BrO;name unknown
0.6445,0.2188,0.4610,0,140,160,255,positively charged molecule;C2N2S6;name unknown
0.2877,0.6625,0.7544,0,140,160,255,uncharged molecule;C8H12N2;2-3-5-6-Tetramethylpyrazine
0.7168,0.3431,0.6400,0,140,160,255,positively charged molecule;C2H12ClN2OPtS;name unknown
0.7336,0.3627,0.6601,0,140,160,255,positively charged molecule;C10H16N3O5;name unknown
0.2411,0.6438,0.7267,0,140,160,255,uncharged molecule;C8H8O2;2-5-dimethylcyclohexa-2-5-diene-1-4-dione
0.2491,0.6745,0.7240,0,140,160,255,uncharged molecule;C16H14N4;N-N'-di(pyridin-2-yl)benzene-1-4-diamine
0.6938,0.3591,0.6066,0,140,160,255,positively charged molecule;C15H12N3;name unknown
0.6474,0.5047,0.6054,0,140,160,255,negatively charged molecule;Ge2S6;name unknown
0.6289,0.3751,0.4934,0,140,160,255,positively charged molecule;C14H28LiN2O4;name unknown
0.6924,0.3876,0.6371,0,140,160,255,positively charged molecule;C6H8NO;(3-hydroxyphenyl)azanium
0.2487,0.8561,0.7680,0,140,160,255,uncharged molecule;C41H31ClP2Ru;name unknown
0.7471,0.4760,0.5926,0,140,160,255,negatively charged molecule;C6Br2O4;name unknown
0.2447,0.6392,0.8104,0,140,160,255,uncharged molecule;C14H10O5;4-(4-carboxyphenoxy)benzoic acid
0.6616,0.3422,0.4031,0,140,160,255,negatively charged molecule;Rb;name unknown
0.2952,0.7695,0.7599,0,140,160,255,uncharged molecule;C14H8ClN3O2;name unknown
0.6684,0.3992,0.4695,0,140,160,255,positively charged molecule;C20H24NaO6;name unknown
0.6964,0.3930,0.4304,0,140,160,255,positively charged molecule;C13H6OS6;name unknown
0.7220,0.3949,0.4255,0,140,160,255,positively charged molecule;C36H62N2P;name unknown
0.2315,0.6294,0.7948,0,140,160,255,uncharged molecule;C6H4Cl2O2;4-6-dichlorobenzene-1-3-diol
0.2704,0.7431,0.7504,0,140,160,255,uncharged molecule;C48H84O30;name unknown
0.6710,0.2539,0.5555,0,140,160,255,positively charged molecule;"Clc1ccc(cc1)[N+]#N"...;name unknown
0.2070,0.6896,0.7676,0,140,160,255,uncharged molecule;C28H46N2O2;name unknown
0.2604,0.6278,0.7957,0,140,160,255,uncharged molecule;C14H10O4S2;2-(2-carboxyphenyl)disulfanylbenzoic acid
0.2474,0.7955,0.8249,0,140,160,255,uncharged molecule;C38H30O2;name unknown
0.6681,0.2753,0.5275,0,140,160,255,positively charged molecule;C10H16AgN4;silver 3-5-dimethyl-1H-pyrazole
0.6545,0.4993,0.6294,0,140,160,255,negatively charged molecule;C8H5O7S;3-5-dicarboxybenzenesulfonate
0.6560,0.5136,0.5747,0,140,160,255,negatively charged molecule;;name unknown
0.3611,0.6909,0.7958,0,140,160,255,uncharged molecule;C10H12O4;2-(3-Methoxyphenoxy)propanoic acid
0.7351,0.4031,0.4005,0,140,160,255,positively charged molecule;C18H48FeN6O6;name unknown
0.2900,0.7609,0.7114,0,140,160,255,uncharged molecule;C36H30OSi2;tri(phenyl)-tri(phenyl)silyloxysilane
0.7918,0.4609,0.5976,0,140,160,255,negatively charged molecule;C4CuO4S4;name unknown
0.6777,0.2794,0.6230,0,140,160,255,positively charged molecule;C18H32Cu2N4O2;name unknown
0.7350,0.4596,0.5440,0,140,160,255,positively charged molecule;C12H30N6NiO2;name unknown
0.6200,0.5183,0.6729,0,140,160,255,negatively charged molecule;C10H8NO3S;5-aminonaphthalene-1-sulfonate
0.6722,0.3485,0.4183,0,140,160,255,positively charged molecule;C9H12NO2;methyl 1-ethylpyridin-1-ium-4-carboxylate
0.6777,0.4017,0.6187,0,140,160,255,positively charged molecule;C5H10NO4;(1-5-dihydroxy-1-5-dioxopentan-2-yl)azanium
0.7742,0.4265,0.6142,0,140,160,255,positively charged molecule;C9H17N2;2-3-4-6-7-8-9-10-octahydro-1H-pyrimido[1-2-a]azepin-5-ium
0.2315,0.6983,0.8151,0,140,160,255,uncharged molecule;C7H4ClNO4;4-Chloro-2-nitrobenzoic acid
0.7037,0.4821,0.5107,0,140,160,255,negatively charged molecule;C12H8N5O9;name unknown
0.2606,0.9122,0.7561,0,140,160,255,uncharged molecule;C42H48N12NiO8;name unknown
0.7233,0.2608,0.6051,0,140,160,255,positively charged molecule;C24H26CuN2O2S2;name unknown
0.6778,0.4263,0.5391,0,140,160,255,negatively charged molecule;S6;name unknown
